CountryName	CountryCode	RegionName	RegionCode	Jurisdiction	Date	C1_School closing	C1_Flag	C2_Workplace closing	C2_Flag	C3_Cancel public events	C3_Flag	C4_Restrictions on gatherings	C4_Flag	C5_Close public transport	C5_Flag	C6_Stay at home requirements	C6_Flag	C7_Restrictions on internal movement	C7_Flag	C8_International travel controls	E1_Income support	E1_Flag	E2_Debt/contract relief	E3_Fiscal measures	E4_International support	H1_Public information campaigns	H1_Flag	H2_Testing policy	H3_Contact tracing	H4_Emergency investment in healthcare	H5_Investment in vaccines	H6_Facial Coverings	H6_Flag	M1_Wildcard	ConfirmedCases	ConfirmedDeaths	StringencyIndex	StringencyIndexForDisplay	StringencyLegacyIndex	StringencyLegacyIndexForDisplay	GovernmentResponseIndex	GovernmentResponseIndexForDisplay	ContainmentHealthIndex	ContainmentHealthIndexForDisplay	EconomicSupportIndex	EconomicSupportIndexForDisplay	Datum	id_time	time_cat
Germany	DEU			NAT_TOTAL	20200119	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020-01-19	17	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200120	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020-01-20	18	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200121	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020-01-21	19	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200122	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	2.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	7.14	7.14	8.33	8.33	0.0	0.0	2020-01-22	20	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200123	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	2.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	7.14	7.14	8.33	8.33	0.0	0.0	2020-01-23	21	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200124	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0			0.0	0.0	5.56	5.56	9.52	9.52	10.71	10.71	12.5	12.5	0.0	0.0	2020-01-24	22	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200125	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0			0.0	0.0	5.56	5.56	9.52	9.52	10.71	10.71	12.5	12.5	0.0	0.0	2020-01-25	23	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200126	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0			0.0	0.0	5.56	5.56	9.52	9.52	10.71	10.71	12.5	12.5	0.0	0.0	2020-01-26	24	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200127	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0			0.0	0.0	5.56	5.56	9.52	9.52	13.1	13.1	15.28	15.28	0.0	0.0	2020-01-27	25	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200128	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0			1.0	0.0	5.56	5.56	9.52	9.52	13.1	13.1	15.28	15.28	0.0	0.0	2020-01-28	26	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200129	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0			4.0	0.0	5.56	5.56	9.52	9.52	13.1	13.1	15.28	15.28	0.0	0.0	2020-01-29	27	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200130	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0			4.0	0.0	5.56	5.56	9.52	9.52	13.1	13.1	15.28	15.28	0.0	0.0	2020-01-30	28	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200131	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0			5.0	0.0	5.56	5.56	9.52	9.52	13.1	13.1	15.28	15.28	0.0	0.0	2020-01-31	29	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200201	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0			7.0	0.0	5.56	5.56	9.52	9.52	13.1	13.1	15.28	15.28	0.0	0.0	2020-02-01	30	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200202	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0			8.0	0.0	5.56	5.56	9.52	9.52	13.1	13.1	15.28	15.28	0.0	0.0	2020-02-02	31	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200203	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0			9.0	0.0	5.56	5.56	9.52	9.52	13.1	13.1	15.28	15.28	0.0	0.0	2020-02-03	32	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200204	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0			11.0	0.0	5.56	5.56	9.52	9.52	13.1	13.1	15.28	15.28	0.0	0.0	2020-02-04	33	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200205	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0			11.0	0.0	5.56	5.56	9.52	9.52	13.1	13.1	15.28	15.28	0.0	0.0	2020-02-05	34	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200206	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	8010337.0	0.0			11.0	0.0	5.56	5.56	9.52	9.52	13.1	13.1	15.28	15.28	0.0	0.0	2020-02-06	35	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200207	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0			12.0	0.0	5.56	5.56	9.52	9.52	13.1	13.1	15.28	15.28	0.0	0.0	2020-02-07	36	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200208	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0			13.0	0.0	5.56	5.56	9.52	9.52	13.1	13.1	15.28	15.28	0.0	0.0	2020-02-08	37	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200209	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0			13.0	0.0	5.56	5.56	9.52	9.52	13.1	13.1	15.28	15.28	0.0	0.0	2020-02-09	38	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200210	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0			13.0	0.0	5.56	5.56	9.52	9.52	13.1	13.1	15.28	15.28	0.0	0.0	2020-02-10	39	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200211	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0			13.0	0.0	5.56	5.56	9.52	9.52	13.1	13.1	15.28	15.28	0.0	0.0	2020-02-11	40	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200212	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			15.0	0.0	11.11	11.11	14.29	14.29	16.67	16.67	19.44	19.44	0.0	0.0	2020-02-12	41	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200213	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			15.0	0.0	11.11	11.11	14.29	14.29	16.67	16.67	19.44	19.44	0.0	0.0	2020-02-13	42	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200214	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			15.0	0.0	11.11	11.11	14.29	14.29	16.67	16.67	19.44	19.44	0.0	0.0	2020-02-14	43	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200215	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			15.0	0.0	11.11	11.11	14.29	14.29	16.67	16.67	19.44	19.44	0.0	0.0	2020-02-15	44	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200216	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			15.0	0.0	11.11	11.11	14.29	14.29	16.67	16.67	19.44	19.44	0.0	0.0	2020-02-16	45	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200217	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			15.0	0.0	11.11	11.11	14.29	14.29	16.67	16.67	19.44	19.44	0.0	0.0	2020-02-17	46	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200218	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			15.0	0.0	11.11	11.11	14.29	14.29	16.67	16.67	19.44	19.44	0.0	0.0	2020-02-18	47	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200219	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			15.0	0.0	11.11	11.11	14.29	14.29	16.67	16.67	19.44	19.44	0.0	0.0	2020-02-19	48	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200220	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			15.0	0.0	11.11	11.11	14.29	14.29	16.67	16.67	19.44	19.44	0.0	0.0	2020-02-20	49	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200221	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			15.0	0.0	11.11	11.11	14.29	14.29	16.67	16.67	19.44	19.44	0.0	0.0	2020-02-21	50	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200222	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			15.0	0.0	11.11	11.11	14.29	14.29	16.67	16.67	19.44	19.44	0.0	0.0	2020-02-22	51	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200223	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			15.0	0.0	11.11	11.11	14.29	14.29	16.67	16.67	19.44	19.44	0.0	0.0	2020-02-23	52	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200224	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			15.0	0.0	11.11	11.11	14.29	14.29	16.67	16.67	19.44	19.44	0.0	0.0	2020-02-24	53	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200225	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			15.0	0.0	11.11	11.11	14.29	14.29	16.67	16.67	19.44	19.44	0.0	0.0	2020-02-25	54	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200226	2.0	0.0	0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			17.0	0.0	16.67	16.67	21.43	21.43	20.24	20.24	23.61	23.61	0.0	0.0	2020-02-26	55	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200227	2.0	0.0	0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			21.0	0.0	16.67	16.67	21.43	21.43	20.24	20.24	23.61	23.61	0.0	0.0	2020-02-27	56	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200228	2.0	0.0	0.0		0.0		0.0		0.0		0.0		0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			47.0	0.0	19.44	19.44	25.0	25.0	22.02	22.02	25.69	25.69	0.0	0.0	2020-02-28	57	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200229	2.0	0.0	0.0		1.0	1.0	0.0		0.0		0.0		0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			57.0	0.0	25.0	25.0	34.52	34.52	25.6	25.6	29.86	29.86	0.0	0.0	2020-02-29	58	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200301	2.0	0.0	0.0		1.0	1.0	0.0		0.0		0.0		0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			111.0	0.0	25.0	25.0	34.52	34.52	25.6	25.6	29.86	29.86	0.0	0.0	2020-03-01	59	2: März - Mai
Germany	DEU			NAT_TOTAL	20200302	2.0	0.0	0.0		1.0	1.0	0.0		0.0		0.0		0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			129.0	0.0	25.0	25.0	34.52	34.52	25.6	25.6	29.86	29.86	0.0	0.0	2020-03-02	60	2: März - Mai
Germany	DEU			NAT_TOTAL	20200303	2.0	0.0	0.0		1.0	1.0	0.0		0.0		0.0		0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			157.0	0.0	25.0	25.0	34.52	34.52	25.6	25.6	29.86	29.86	0.0	0.0	2020-03-03	61	2: März - Mai
Germany	DEU			NAT_TOTAL	20200304	2.0	0.0	0.0		1.0	1.0	0.0		0.0		0.0		0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			196.0	0.0	25.0	25.0	34.52	34.52	25.6	25.6	29.86	29.86	0.0	0.0	2020-03-04	62	2: März - Mai
Germany	DEU			NAT_TOTAL	20200305	2.0	0.0	0.0		1.0	1.0	0.0		0.0		0.0		0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			262.0	0.0	25.0	25.0	34.52	34.52	25.6	25.6	29.86	29.86	0.0	0.0	2020-03-05	63	2: März - Mai
Germany	DEU			NAT_TOTAL	20200306	2.0	0.0	0.0		1.0	1.0	0.0		0.0		0.0		0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			400.0	0.0	25.0	25.0	34.52	34.52	25.6	25.6	29.86	29.86	0.0	0.0	2020-03-06	64	2: März - Mai
Germany	DEU			NAT_TOTAL	20200307	2.0	0.0	0.0		1.0	1.0	0.0		0.0		0.0		0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			684.0	0.0	25.0	25.0	34.52	34.52	25.6	25.6	29.86	29.86	0.0	0.0	2020-03-07	65	2: März - Mai
Germany	DEU			NAT_TOTAL	20200308	2.0	0.0	0.0		1.0	1.0	0.0		0.0		0.0		0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			847.0	0.0	25.0	25.0	34.52	34.52	25.6	25.6	29.86	29.86	0.0	0.0	2020-03-08	66	2: März - Mai
Germany	DEU			NAT_TOTAL	20200309	2.0	0.0	0.0		1.0	1.0	0.0		0.0		1.0	1.0	0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			902.0	0.0	28.7	28.7	41.67	41.67	27.98	27.98	32.64	32.64	0.0	0.0	2020-03-09	67	2: März - Mai
Germany	DEU			NAT_TOTAL	20200310	2.0	0.0	0.0		2.0	0.0	1.0	0.0	0.0		1.0	1.0	0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			1139.0	2.0	32.87	32.87	41.67	41.67	30.65	30.65	35.76	35.76	0.0	0.0	2020-03-10	68	2: März - Mai
Germany	DEU			NAT_TOTAL	20200311	2.0	0.0	0.0		2.0	0.0	1.0	0.0	0.0		1.0	1.0	0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			1296.0	2.0	32.87	32.87	41.67	41.67	30.65	30.65	35.76	35.76	0.0	0.0	2020-03-11	69	2: März - Mai
Germany	DEU			NAT_TOTAL	20200312	2.0	0.0	0.0		2.0	0.0	1.0	0.0	0.0		1.0	1.0	0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			1567.0	3.0	32.87	32.87	41.67	41.67	30.65	30.65	35.76	35.76	0.0	0.0	2020-03-12	70	2: März - Mai
Germany	DEU			NAT_TOTAL	20200313	2.0	0.0	0.0		2.0	0.0	1.0	0.0	0.0		1.0	1.0	0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			2369.0	5.0	32.87	32.87	41.67	41.67	30.65	30.65	35.76	35.76	0.0	0.0	2020-03-13	71	2: März - Mai
Germany	DEU			NAT_TOTAL	20200314	2.0	0.0	0.0		2.0	0.0	1.0	0.0	0.0		1.0	1.0	0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			3062.0	5.0	32.87	32.87	41.67	41.67	30.65	30.65	35.76	35.76	0.0	0.0	2020-03-14	72	2: März - Mai
Germany	DEU			NAT_TOTAL	20200315	2.0	0.0	0.0		2.0	0.0	1.0	0.0	0.0		1.0	1.0	0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			3795.0	8.0	32.87	32.87	41.67	41.67	30.65	30.65	35.76	35.76	0.0	0.0	2020-03-15	73	2: März - Mai
Germany	DEU			NAT_TOTAL	20200316	3.0	0.0	0.0		2.0	0.0	1.0	0.0	0.0		1.0	1.0	0.0		3.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			4838.0	12.0	42.13	42.13	52.38	52.38	41.96	41.96	42.71	42.71	37.5	37.5	2020-03-16	74	2: März - Mai
Germany	DEU			NAT_TOTAL	20200317	3.0	0.0	0.0		2.0	0.0	1.0	0.0	0.0		1.0	1.0	0.0		3.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0			6012.0	13.0	42.13	42.13	52.38	52.38	41.96	41.96	42.71	42.71	37.5	37.5	2020-03-17	75	2: März - Mai
Germany	DEU			NAT_TOTAL	20200318	3.0	1.0	0.0		2.0	0.0	1.0	0.0	0.0		1.0	1.0	1.0	1.0	4.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0			7156.0	13.0	52.31	52.31	61.9	61.9	44.94	44.94	46.18	46.18	37.5	37.5	2020-03-18	76	2: März - Mai
Germany	DEU			NAT_TOTAL	20200319	3.0	1.0	0.0		2.0	0.0	1.0	0.0	0.0		1.0	1.0	2.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0			8198.0	13.0	55.09	55.09	61.9	61.9	46.73	46.73	48.26	48.26	37.5	37.5	2020-03-19	77	2: März - Mai
